Category,Descript,DayOfWeek,PdDistrict,Resolution
NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE
WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,RICHMOND,NONE
ASSAULT,BATTERY,Friday,TENDERLOIN,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Friday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Friday,CENTRAL,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Thursday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,CENTRAL,UNFOUNDED
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,SOUTHERN,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Friday,TARAVAL,NONE
WARRANTS,WARRANT ARREST,Friday,TARAVAL,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,MISSION,NONE
VEHICLE THEFT,STOLEN TRUCK,Friday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Friday,CENTRAL,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Friday,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Friday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Friday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Friday,NORTHERN,"ARREST, BOOKED"
FRAUD,"TRICK AND DEVICE, PETTY THEFT",Friday,TARAVAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,UNFOUNDED
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Friday,MISSION,"ARREST, BOOKED"
BURGLARY,"BURGLARY,FLAT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,PARK,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,CENTRAL,"ARREST, CITED"
ROBBERY,ATTEMPTED ROBBERY WITH A GUN,Saturday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE
ASSAULT,BATTERY,Saturday,NORTHERN,"ARREST, CITED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,CENTRAL,JUVENILE BOOKED
OTHER OFFENSES,INTOXICATED JUVENILE,Saturday,CENTRAL,JUVENILE BOOKED
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,BAYVIEW,"ARREST, BOOKED"
MISSING PERSON,MISSING ADULT,Friday,INGLESIDE,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED"
MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,TARAVAL,NONE
ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,COMPLAINANT REFUSES TO PROSECUTE
MISSING PERSON,MISSING ADULT,Friday,SOUTHERN,NONE
MISSING PERSON,FOUND PERSON,Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,PARK,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED"
ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Saturday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,NORTHERN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,MISSION,"ARREST, BOOKED"
ASSAULT,BATTERY,Saturday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT AUTO STRIP,Friday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Saturday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,CENTRAL,PSYCHOPATHIC CASE
MISSING PERSON,FOUND PERSON,Saturday,CENTRAL,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,CENTRAL,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,TARAVAL,NONE
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Saturday,TARAVAL,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE
MISSING PERSON,FOUND PERSON,Saturday,MISSION,LOCATED
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE
ASSAULT,BATTERY,Friday,TARAVAL,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,MISSION,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,SOUTHERN,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE
NON-CRIMINAL,TARASOFF REPORT,Saturday,TARAVAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,RICHMOND,"ARREST, CITED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Saturday,MISSION,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Saturday,MISSION,NONE
ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TENDERLOIN,NONE
ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,"ARREST, CITED"
WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Saturday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, SICK PERSON",Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,SOUTHERN,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT ON POLICE OFFICER WITH A KNIFE,Saturday,SOUTHERN,"ARREST, BOOKED"
DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, BOOKED"
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,TENDERLOIN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,TENDERLOIN,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,RICHMOND,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,INGLESIDE,NONE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Saturday,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,INGLESIDE,"ARREST, BOOKED"
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,BEYOND PARENTAL CONTROL,Saturday,TENDERLOIN,JUVENILE DIVERTED
NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,JUVENILE DIVERTED
ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,RICHMOND,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE
ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH A DEADLY WEAPON,Saturday,PARK,"ARREST, BOOKED"
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Saturday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,CENTRAL,NONE
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Saturday,CENTRAL,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,INGLESIDE,NONE
WARRANTS,WARRANT ARREST,Saturday,INGLESIDE,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Saturday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Saturday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,INGLESIDE,NONE
ARSON,ARSON OF A VEHICLE,Saturday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,NORTHERN,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TENDERLOIN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,NORTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,PARK,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE
ASSAULT,BATTERY,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,BAYVIEW,NONE
ASSAULT,THREATENING PHONE CALL(S),Saturday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,MISSION,NONE
ASSAULT,BATTERY,Friday,PARK,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,INGLESIDE,NONE
MISSING PERSON,MISSING ADULT,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,TARAVAL,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,BAYVIEW,NONE
MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,LOCATED
MISSING PERSON,MISSING ADULT,Monday,INGLESIDE,LOCATED
MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,LOCATED
MISSING PERSON,MISSING ADULT,Friday,NORTHERN,LOCATED
MISSING PERSON,MISSING ADULT,Friday,INGLESIDE,LOCATED
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
RUNAWAY,RUNAWAY,Sunday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Sunday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Sunday,MISSION,LOCATED
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Monday,SOUTHERN,UNFOUNDED
RUNAWAY,RUNAWAY,Tuesday,BAYVIEW,UNFOUNDED
MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,UNFOUNDED
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
MISSING PERSON,MISSING ADULT,Saturday,PARK,LOCATED
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,NONE
"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Tuesday,INGLESIDE,UNFOUNDED
MISSING PERSON,MISSING ADULT,Thursday,INGLESIDE,LOCATED
MISSING PERSON,FOUND PERSON,Thursday,INGLESIDE,LOCATED
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,TARAVAL,NONE
MISSING PERSON,MISSING ADULT,Saturday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Monday,SOUTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,LOCATED
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,TENDERLOIN,NONE
NON-CRIMINAL,FOUND PROPERTY,Wednesday,TENDERLOIN,NONE
WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Wednesday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
SUSPICIOUS OCC,"SUSPICIOUS AUTO, POSSIBLY SEX",Wednesday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,NORTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,MISSION,NONE
MISSING PERSON,MISSING JUVENILE,Thursday,BAYVIEW,NONE
MISSING PERSON,FOUND PERSON,Thursday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,JUVENILE ADMONISHED
MISSING PERSON,MISSING JUVENILE,Friday,INGLESIDE,NONE
MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,NONE
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Friday,NORTHERN,NONE
RUNAWAY,RUNAWAY,Friday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Friday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,NONE
ASSAULT,CHILD ABUSE (PHYSICAL),Friday,TENDERLOIN,NONE
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Saturday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,PAROLE VIOLATION,Saturday,TENDERLOIN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,TENDERLOIN,NONE
MISSING PERSON,MISSING ADULT,Friday,INGLESIDE,LOCATED
MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,LOCATED
RUNAWAY,RUNAWAY,Saturday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,RICHMOND,"ARREST, BOOKED"
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Saturday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TENDERLOIN,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Saturday,NORTHERN,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,NORTHERN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Saturday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Saturday,TARAVAL,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
BURGLARY,"BURGLARY,WAREHOUSE UNDER CONSTRT, UNLAWFUL ENTRY",Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,RICHMOND,NONE
MISSING PERSON,MISSING ADULT,Tuesday,SOUTHERN,NONE
ASSAULT,BATTERY,Tuesday,NORTHERN,NONE
RUNAWAY,RUNAWAY,Saturday,PARK,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,INGLESIDE,NONE
NON-CRIMINAL,AIDED CASE,Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,NONE
ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Saturday,TENDERLOIN,NONE
