Category,Descript,DayOfWeek,PdDistrict,Resolution
BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",Saturday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,NORTHERN,NONE
MISSING PERSON,FOUND PERSON,Monday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,TARAVAL,NONE
WARRANTS,WARRANT ARREST,Saturday,CENTRAL,"ARREST, BOOKED"
NON-CRIMINAL,FIRE REPORT,Saturday,PARK,NONE
TRESPASS,TRESPASSING,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,NORTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Saturday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE
DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,TENDERLOIN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
ASSAULT,BATTERY,Sunday,CENTRAL,NONE
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Sunday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,CENTRAL,NONE
ASSAULT,BATTERY,Sunday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE
ASSAULT,THREATENING PHONE CALL(S),Sunday,RICHMOND,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,PARK,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,CLEARED-CONTACT JUVENILE FOR MORE INFO
TRESPASS,TRESPASSING,Tuesday,CENTRAL,NONE
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
ASSAULT,BATTERY,Sunday,RICHMOND,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,NORTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,INGLESIDE,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Sunday,SOUTHERN,"ARREST, BOOKED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Sunday,NORTHERN,"ARREST, BOOKED"
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,IMPOUNDED VEHICLE,Sunday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,RICHMOND,"ARREST, BOOKED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,NORTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Sunday,MISSION,NONE
WARRANTS,WARRANT ARREST,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,SOUTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE
ASSAULT,BATTERY,Sunday,RICHMOND,NONE
ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Sunday,NORTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,NONE
ASSAULT,BATTERY,Sunday,MISSION,NONE
ASSAULT,BATTERY OF A POLICE OFFICER,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,RESISTING ARREST,Sunday,BAYVIEW,"ARREST, CITED"
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Sunday,NORTHERN,NONE
NON-CRIMINAL,AIDED CASE,Sunday,PARK,NONE
ASSAULT,BATTERY,Sunday,MISSION,NONE
BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Monday,PARK,NONE
MISSING PERSON,MISSING ADULT,Sunday,SOUTHERN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Monday,CENTRAL,NONE
PROSTITUTION,PIMPING,Monday,MISSION,NONE
NON-CRIMINAL,AIDED CASE,Monday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,NORTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,RICHMOND,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Sunday,MISSION,NONE
ASSAULT,BATTERY,Thursday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,BAYVIEW,NONE
ASSAULT,BATTERY,Monday,MISSION,NONE
ASSAULT,BATTERY,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Monday,MISSION,NONE
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Monday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE
NON-CRIMINAL,FOUND PROPERTY,Sunday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,NORTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TENDERLOIN,NONE
BURGLARY,SAFE BURGLARY OF A STORE,Saturday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,CENTRAL,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,MISSION,NONE
ASSAULT,BATTERY,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,BAYVIEW,NONE
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,TENDERLOIN,UNFOUNDED
ASSAULT,THREATS AGAINST LIFE,Monday,TENDERLOIN,UNFOUNDED
NON-CRIMINAL,AIDED CASE,Monday,TENDERLOIN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TENDERLOIN,PSYCHOPATHIC CASE
NON-CRIMINAL,FOUND PROPERTY,Sunday,TARAVAL,NONE
BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,SOUTHERN,NONE
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Monday,TENDERLOIN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,CENTRAL,NONE
ASSAULT,BATTERY,Monday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,CENTRAL,"ARREST, CITED"
WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,CENTRAL,"ARREST, CITED"
ASSAULT,BATTERY,Tuesday,TENDERLOIN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, CITED"
VEHICLE THEFT,STOLEN TRUCK,Thursday,RICHMOND,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN TRUCK,Saturday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,SOUTHERN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE
VEHICLE THEFT,STOLEN TRUCK,Sunday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN TRUCK,Tuesday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,UNFOUNDED
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN TRUCK,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,NORTHERN,UNFOUNDED
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE
RUNAWAY,RUNAWAY,Thursday,SOUTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Thursday,SOUTHERN,LOCATED
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,RICHMOND,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,TENDERLOIN,NONE
MISSING PERSON,MISSING JUVENILE,Thursday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Thursday,PARK,LOCATED
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,BAYVIEW,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT PURSESNATCH,Saturday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,MISSION,JUVENILE ADMONISHED
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED"
LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Friday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED"
RUNAWAY,RUNAWAY,Friday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,LOCATED
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE
NON-CRIMINAL,AIDED CASE,Saturday,PARK,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,COMPLAINANT REFUSES TO PROSECUTE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE
ASSAULT,BATTERY,Saturday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,TARAVAL,NOT PROSECUTED
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,BAYVIEW,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE
WEAPON LAWS,CARRYING A CONCEALED WEAPON,Sunday,INGLESIDE,"ARREST, BOOKED"
DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Sunday,INGLESIDE,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,PARK,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,PARK,NONE
ASSAULT,BATTERY,Sunday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,PSYCHOPATHIC CASE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,BAYVIEW,NONE
NON-CRIMINAL,FIRE REPORT,Sunday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, CITED"
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,INGLESIDE,JUVENILE BOOKED
WARRANTS,WARRANT ARREST,Sunday,INGLESIDE,JUVENILE BOOKED
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,MISSION,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,SOUTHERN,"ARREST, BOOKED"
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Sunday,TARAVAL,NONE
WARRANTS,WARRANT ARREST,Sunday,TARAVAL,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,RICHMOND,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,MISSION,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,INGLESIDE,JUVENILE BOOKED
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,INGLESIDE,JUVENILE BOOKED
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,NONE
MISSING PERSON,MISSING JUVENILE,Sunday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,LOCATED
OTHER OFFENSES,RESISTING ARREST,Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
ARSON,ARSON,Monday,INGLESIDE,"ARREST, BOOKED"
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Monday,TENDERLOIN,"ARREST, CITED"
LOITERING,OBSTRUCTING PUBLIC THOROUGHFARE,Monday,TENDERLOIN,"ARREST, CITED"
ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Monday,MISSION,NONE
DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Monday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Monday,INGLESIDE,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Monday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Monday,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
KIDNAPPING,CHILD STEALING,Monday,BAYVIEW,NONE
ASSAULT,BATTERY,Monday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
ASSAULT,BATTERY,Monday,MISSION,NONE
OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TARAVAL,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,RICHMOND,"ARREST, CITED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TENDERLOIN,NONE
ASSAULT,BATTERY,Wednesday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
