Category,Descript,DayOfWeek,PdDistrict,Resolution
OTHER OFFENSES,AGGRESSIVE SOLICITING,Wednesday,TENDERLOIN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE
OTHER OFFENSES,INDECENT EXPOSURE,Wednesday,MISSION,NONE
TRESPASS,TRESPASSING,Wednesday,MISSION,NONE
WARRANTS,WARRANT ARREST,Wednesday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,BATTERY,Wednesday,BAYVIEW,"ARREST, CITED"
WARRANTS,WARRANT ARREST,Wednesday,NORTHERN,JUVENILE BOOKED
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,SOUTHERN,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,NORTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Wednesday,BAYVIEW,NONE
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Wednesday,BAYVIEW,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED"
ASSAULT,BATTERY,Sunday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Wednesday,BAYVIEW,"ARREST, BOOKED"
PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED"
PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,MISSION,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,PARK,NONE
OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,INGLESIDE,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TARAVAL,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,PARK,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF OPIUM DERIVATIVE FOR SALES,Tuesday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,MISSION,"ARREST, BOOKED"
MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,BAYVIEW,LOCATED
MISSING PERSON,MISSING JUVENILE,Tuesday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,BAYVIEW,LOCATED
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Wednesday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,NORTHERN,NONE
DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,INGLESIDE,NONE
TRESPASS,TRESPASSING,Sunday,INGLESIDE,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,RICHMOND,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,INGLESIDE,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE
BURGLARY,SAFE BURGLARY OF A STORE,Sunday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,INGLESIDE,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Monday,INGLESIDE,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,NORTHERN,NONE
TRESPASS,TRESPASSING,Monday,NORTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,CENTRAL,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Monday,INGLESIDE,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,INGLESIDE,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,INGLESIDE,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,INGLESIDE,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,INGLESIDE,NONE
NON-CRIMINAL,SHELTER,Monday,INGLESIDE,LOCATED
MISSING PERSON,MISSING JUVENILE,Monday,INGLESIDE,LOCATED
MISSING PERSON,FOUND PERSON,Monday,INGLESIDE,LOCATED
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,NONE
ASSAULT,BATTERY,Monday,INGLESIDE,NONE
MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,LOCATED
MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,LOCATED
NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Monday,MISSION,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,SOUTHERN,NONE
NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,PARK,NONE
NON-CRIMINAL,TARASOFF REPORT,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, SICK PERSON",Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,NONE
OTHER OFFENSES,RESISTING ARREST,Monday,INGLESIDE,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,INGLESIDE,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,CENTRAL,NONE
MISSING PERSON,MISSING JUVENILE,Tuesday,CENTRAL,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,CENTRAL,LOCATED
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,MISSION,"ARREST, BOOKED"
KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Tuesday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,AIDED CASE,Tuesday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
MISSING PERSON,FOUND PERSON,Tuesday,MISSION,LOCATED
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,MISSION,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,INGLESIDE,NONE
MISSING PERSON,MISSING JUVENILE,Tuesday,CENTRAL,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,CENTRAL,LOCATED
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE
ROBBERY,"ROBBERY, BODILY FORCE",Monday,NORTHERN,NONE
WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Tuesday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,MISSION,NONE
MISSING PERSON,FOUND PERSON,Wednesday,INGLESIDE,LOCATED
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TARAVAL,PSYCHOPATHIC CASE
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Wednesday,BAYVIEW,NONE
MISSING PERSON,MISSING ADULT,Tuesday,INGLESIDE,LOCATED
MISSING PERSON,FOUND PERSON,Tuesday,INGLESIDE,LOCATED
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,TARAVAL,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,NORTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,CENTRAL,NONE
ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE
ROBBERY,ROBBERY OF A RESIDENCE WITH BODILY FORCE,Wednesday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,RICHMOND,"ARREST, CITED"
ASSAULT,ATTEMPTED SIMPLE ASSAULT,Tuesday,CENTRAL,NONE
ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Wednesday,MISSION,NONE
ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE
ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE
MISSING PERSON,MISSING JUVENILE,Friday,BAYVIEW,NONE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,BEYOND PARENTAL CONTROL,Wednesday,RICHMOND,JUVENILE ADMONISHED
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,RICHMOND,JUVENILE ADMONISHED
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Wednesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,INGLESIDE,NONE
NON-CRIMINAL,AIDED CASE,Wednesday,MISSION,NONE
SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Wednesday,BAYVIEW,NONE
ARSON,ATTEMPTED ARSON,Wednesday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,PSYCHOPATHIC CASE
ASSAULT,BATTERY,Wednesday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Wednesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Monday,NORTHERN,NONE
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,TENDERLOIN,"ARREST, BOOKED"
